FID,Track_id,Log_Number,,distance traveled,2012 data,2015 data,Species,Azimuth,DR__Max_,DR__Min_,Basal_Diam,Basal_Dist,Top_Diamte,Total_Leng,Decay_Fact,Buried,Type,Comments_L,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Week,GPS_Second,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Northing,Easting,Point_ID
238, ,3121,,,,,POTR,242,3.700000048,1.799999952,0.810000002,3.5,0.300000012,38.20000076,Low,No,Key, ,4.300000191,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:42:40pm,New,Snag_Loc,XH102710A.cor,66,66,Elwha Snags14,1868,243776,165.29,0.9,0.4,4.086162,404820.501,971174.848,242
237, ,3120,,,,,POTR,2,1.899999976,1,0.75999999,3,0.600000024,14.69999981,Low,No,Loose, ,3.400000095,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:34:39pm,New,Snag_Loc,XH102710A.cor,41,41,Elwha Snags14,1868,243295,164.289,0.7,0.4,11.815275,404755.727,970999.846,241
236, ,3119,,,,,PSME,1,0,0,1.070000052,0,0,1.100000024,Low,Upright, ,stump large newly exposed,2.200000048,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:30:45pm,New,Snag_Loc,XH102710A.cor,29,29,Elwha Snags14,1868,243061,168.173,0.7,0.3,2.546193,404761.255,970989.039,240
227, ,3118,,,,,THPL,1,4.900000095,3.799999952,1.220000029,0,0,1,Low,Upright, ,stump large newly exposed,4.400000095,3.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:44:51am,New,Snag_Loc,XH102710A.cor,40,40,Elwha Snags14,1868,240307,168.542,0.7,0.5,6.172155,404430.163,970988.851,231
226, ,3117,,,,,POTR,234,3.5,2.799999952,1,3,0.300000012,39.59999847,Low,No,Loose, ,5,3,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:38:23am,New,Snag_Loc,XH102710A.cor,57,57,Elwha Snags14,1868,239919,165.807,0.8,0.6,30.136445,404302.184,970853.544,230
225, ,3116,,,,,POTR,184,2.5,1.299999952,0.75999999,2.799999952,0.600000024,17.70000076,Low,No,Racked, ,4.5,3.700000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:33:49am,New,Snag_Loc,XH102710A.cor,48,48,Elwha Snags14,1868,239645,168.873,0.9,0.5,15.945613,404315.268,970815.681,229
224, ,3115,,,,,PSME,28,1,0.400000006,0.610000014,2.099999905,0.300000012,17.5,Low,No,Racked, ,3.5,2.099999905,Postprocessed Code,GeoXH 6000,10/27/2015,11:30:46am,New,Snag_Loc,XH102710A.cor,35,35,Elwha Snags14,1868,239462,168.775,0.8,0.5,2.885405,404328.991,970817.18,228
221, ,3114,,,,,PSME,180,2.5,2,0.75999999,2.700000048,0.600000024,7.5,Low,Yes,Key,log buried,4.300000191,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:22:37am,New,Snag_Loc,XH102710A.cor,42,42,Elwha Snags14,1868,238973,165.937,1,0.5,1.561764,404289.103,970685.476,225
218, ,3113,,,,,PSME,340,1.5,0.699999988,0.600000024,2.5,0.300000012,22.89999962,Low,No,Racked, ,6.5,3.099999905,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:51:04am,New,Snag_Loc,XH102710A.cor,54,54,Elwha Snags14,1868,237080,180.469,0.7,0.4,29.819471,402483.805,969806.172,222
217, ,3112,,,,,PSME,1,7.099999905,4.599999905,1.399999976,0,0,1.5,Low,Upright, ,stump large newly exposed,2.099999905,1,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:47:53am,New,Snag_Loc,XH102710A.cor,25,25,Elwha Snags14,1868,236889,184.432,0.6,0.4,1.071139,402511.731,969801.754,221
216, ,3111,,,,,THPL,228,3.599999905,2.799999952,1.100000024,0,0,3.799999952,Low,No, ,stump large newly exposed,4.099999905,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:44:21am,New,Snag_Loc,XH102710A.cor,37,37,Elwha Snags14,1868,236677,179.892,0.7,0.4,1.12226,402523.311,969782.508,220
215, ,3110,,,,,THPL,158,7.699999809,2.099999905,1.100000024,0,0,4.699999809,Low,No, ,stump large newly exposed,4.599999905,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:39:13am,New,Snag_Loc,XH102710A.cor,42,42,Elwha Snags14,1868,236369,182.509,0.6,0.3,2.163553,402442.287,969773.278,219
212, ,3109,,,,,ABGR,1,0,0,1.200000048,0,0,2.099999905,Low,Upright, ,stump large newly exposed,4.5,2,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:33:07am,New,Snag_Loc,XH102710A.cor,20,20,Elwha Snags14,1868,236003,183.64,0.7,0.3,3.356758,402284.73,969732.569,216
209, ,3108,,,,,THPL,270,3.700000048,1.600000024,1.220000029,0,0,4.800000191, , , , ,5.5,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:25:28am,New,Snag_Loc,XH102710A.cor,41,41,Elwha Snags14,1868,235544,182.886,0.8,0.4,4.67171,402247.688,969596.343,213
208, ,3107,,,,,THPL,270,0,0,0,0,0,0,Low,Undercut, ,stump large newly exposed,5.599999905,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:24:22am,New,Snag_Loc,XH102710A.cor,12,12,Elwha Snags14,1868,235478,181.854,1,0.4,0.757695,402237.882,969588.105,212
207, ,3106,,,,,ABGR,1,0,0,1,0,0,3.200000048,Medium,Upright, ,stump large newly exposed,5.5,2,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:20:42am,New,Snag_Loc,XH102710A.cor,42,42,Elwha Snags14,1868,235258,182.206,0.9,0.5,2.093904,402236.095,969587.033,211
204, ,3105,,,,,PSME,1,10,8.600000381,1.700000048,0,0,0,Low,Upright, ,stump large newly exposed,2,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:12:39am,New,Snag_Loc,XH102710A.cor,36,36,Elwha Snags14,1868,234775,185.31,0.7,0.3,1.130299,402220.097,969578.599,208
203, ,3104,,,,,PSME,1,6.599999905,4.800000191,1.370000005,0,0,2.5,Low,Upright, ,stump large newly exposed,4.400000095,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:05:23am,New,Snag_Loc,XH102710A.cor,65,65,Elwha Snags14,1868,234339,184.302,0.8,0.4,2.723164,402142.999,969518.598,207
200, ,3103,,,,,THPL,1,7.5,2.599999905,1.600000024,0,0,0,Low,Upright, ,stump large newly exposed,3,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,02:18:17pm,New,Snag_Loc,XH102610A.cor,25,25,Elwha Snags14,1868,163113,177.261,0.9,0.7,1.268222,403444.937,969800.558,204
199, ,3102,,,,,THPL,1,5.5,4.300000191,2.289999962,0,0,1.299999952,Low,Upright, ,stump large newly exposed,2.099999905,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,02:13:20pm,New,Snag_Loc,XH102610A.cor,16,16,Elwha Snags14,1868,162816,178.728,0.9,0.7,2.601584,403358.959,969780.663,203
198, ,3101,,,,,THPL,1,4.199999809,3.400000095,1.330000043,0,0,1.100000024,Low,Upright, ,stump large newly exposed,3.799999952,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,02:05:15pm,New,Snag_Loc,XH102610A.cor,57,57,Elwha Snags14,1868,162331,175.467,0.7,0.5,1.925446,403181.32,969769.273,202
197, ,3100,,,,,PSME,1,5.900000095,4.099999905,1.600000024,0,0,2.5,Low,Upright, ,stump large newly exposed,2.200000048,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,02:00:33pm,New,Snag_Loc,XH102610A.cor,20,20,Elwha Snags14,1868,162049,181.545,0.7,0.5,0.28635,403077.716,969762.821,201
195, ,3099,,,,,PSME,1,5.699999809,4.800000191,2.329999924,0,0,0,Low,Upright, ,stump large newly exposed,2.799999952,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:53:18pm,New,Snag_Loc,XH102610A.cor,18,18,Elwha Snags14,1868,161614,176.727,0.8,0.4,0.209064,402847.963,969725.25,199
193, ,3098,,,,,PSME,1,5.199999809,3.799999952,1.570000052,0,0,1,Low,Upright, ,stump large newly exposed,4.699999809,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:45:36pm,New,Snag_Loc,XH102610A.cor,37,37,Elwha Snags14,1868,161152,188.783,0.6,0.4,0.968787,402827.687,969717.718,197
192, ,3097,,,,,THPL,1,4.800000191,2.299999952,1.110000014,0,0,1.399999976,Low,Upright, ,stump large newly exposed,4.300000191,2.599999905,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:42:49pm,New,Snag_Loc,XH102610A.cor,15,15,Elwha Snags14,1868,160985,185.562,0.6,0.4,2.545628,402813.956,969710.79,196
191, ,3096,,,,,PSME,1,4.800000191,3.299999952,1.149999976,0,0,2,Low,Upright, ,stump large newly exposed,3.400000095,2,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:39:54pm,New,Snag_Loc,XH102610A.cor,35,35,Elwha Snags14,1868,160810,186.12,0.6,0.5,1.565632,402808.045,969711.628,195
190, ,3095,,,,,PSME,1,4.699999809,3.799999952,1.610000014,0,0,2.599999905,Low,Upright, ,stump large newly exposed,5.300000191,3.299999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:35:46pm,New,Snag_Loc,XH102610A.cor,30,30,Elwha Snags14,1868,160562,188.191,0.7,0.5,1.440424,402726.756,969702.415,194
187, ,3094,,,,,THPL,1,7.099999905,6,1.50999999,0,0,1.700000048,Low,Upright, ,stump large newly exposed,1.899999976,0.899999976,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:20:34pm,New,Snag_Loc,XH102610A.cor,34,34,Elwha Snags14,1868,159650,186.613,0.6,0.4,0.06315,402164.011,969427.369,191
186, ,3093,,,,,POTR,47,3.099999905,2,0.980000019,3,0.699999988,21.60000038,Low,Yes,Key, ,4.099999905,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:12:38pm,New,Snag_Loc,XH102610A.cor,73,73,Elwha Snags14,1868,159174,184.936,0.6,0.4,1.09711,402208.133,969475.156,190
184, ,3092,,,,,THPL,1,9.699999809,5.5,2.539999962,0,0,0,Low,Upright, ,stump large newly exposed,2.299999952,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:04:11pm,New,Snag_Loc,XH102610A.cor,43,43,Elwha Snags14,1868,158667,182.828,0.7,0.5,5.111321,402255.126,969554.696,188
181, ,3091,,,,,THPL,1,0,0,2.140000105,0,0,1.600000024,Low,Upright, ,stump large hasn't moved,5.800000191,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:58:31pm,New,Snag_Loc,XH102610A.cor,20,20,Elwha Snags14,1868,158327,186.472,0.6,0.4,0.840543,402315.859,969569.112,185
177, ,3090,,,,,THPL,1,0,0,2.279999971,0,0,0,Low,Upright, ,stump large newly exposed,2,1,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:47:28pm,New,Snag_Loc,XH102610A.cor,12,12,Elwha Snags14,1868,157664,184.763,1,0.6,0.144848,402480.557,969432.518,180
176, ,3089,,,,,THPL,1,0,0,1.529999971,0,0,2.5,Low,Upright, ,stump large newly exposed,3.799999952,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:43:06pm,New,Snag_Loc,XH102610A.cor,39,39,Elwha Snags14,1868,157402,184.022,1.1,0.6,4.222105,402516.233,969442.8,179
173, ,3088,,,,,THPL,1,0,0,2.839999914,0,0,2,Low,Upright, ,stump large newly exposed hollow,4.599999905,3.099999905,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:31:01pm,New,Snag_Loc,XH102610A.cor,75,75,Elwha Snags14,1868,156677,183.817,0.6,0.4,3.6641,402477.142,969599.854,176
119, ,3087,,,,,ABGR,1,2.799999952,2.5,0.75,0,0,1.899999976,Low,Upright, ,stump large,3.099999905,1.899999976,Postprocessed Code,GeoXH 6000,10/21/2015,01:50:28pm,New,Snag_Loc,XH102109A.cor,29,29,Elwha Snags14,1867,334244,168.832,0.9,0.6,3.849442,403581.12,970911.961,122
115, ,3086,,,,,THPL,1,0,0,1.519999981,0,0,1.200000048,Low,Upright, ,stump large,3.200000048,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,01:16:22pm,New,Snag_Loc,XH102109A.cor,26,26,Elwha Snags14,1867,332198,185.21,0.7,0.4,0.138465,402141.282,969604.738,118
114, ,3085,,,,,THPL,1,6.199999809,2.900000095,2.099999905,0,0,3.400000095,Low,Upright, ,stump large,4.400000095,2.599999905,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,01:13:14pm,New,Snag_Loc,XH102109A.cor,32,32,Elwha Snags14,1867,332010,184.729,0.6,0.4,2.063307,402124.962,969561.703,117
113, ,3084,,,,,PSME,1,0,0,2.299999952,0,0,2.200000048,Low,Upright, ,stump large,4.400000095,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,01:08:40pm,New,Snag_Loc,XH102109A.cor,20,20,Elwha Snags14,1867,331736,188.482,0.7,0.5,1.7358,402002.386,969487.833,116
112, ,3083,,,,,THPL,156,0,0,1.5,0,0.300000012,31.5,Low,No,Loose,cedar from park entrance,3.700000048,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,01:02:10pm,New,Snag_Loc,XH102109A.cor,47,47,Elwha Snags14,1867,331346,185.591,0.7,0.4,4.139739,401945.401,969521.551,115
111, ,3082,,,,,PSME,1,4.400000095,2.900000095,2,0,0,1.799999952,Medium,Upright, ,stump large,5.800000191,3.200000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,12:56:53pm,New,Snag_Loc,XH102109A.cor,38,38,Elwha Snags14,1867,331029,186.423,0.7,0.4,3.478715,402006.246,969627.189,114
110, ,3081,,,,,PISI,1,10,4.400000095,1.980000019,0,0,2.599999905,Medium,Upright, ,stump large,6.300000191,4.300000191,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,12:50:43pm,New,Snag_Loc,XH102109A.cor,64,64,Elwha Snags14,1867,330659,187.406,0.6,0.4,7.764926,401969.792,969599.352,113
108, ,3080,,,,,PSME,1,0,0,1.360000014,0,0,1.899999976,Low,Upright, ,stump large,2,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,12:42:35pm,New,Snag_Loc,XH102109A.cor,33,33,Elwha Snags14,1867,330171,188.208,0.6,0.5,2.045191,401852.016,969584.738,111
107, ,3079,,,,,PSME,66,2.400000095,1.700000048,0.720000029,2,0.400000006,22.10000038,Low,No,Racked, ,7,4.099999905,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,11:59:07am,New,Snag_Loc,XH102109A.cor,59,59,Elwha Snags14,1867,327563,187.355,0.8,0.5,9.113954,401839.727,969521.914,110
106, ,3078,,,,,THPL,1,0,0,2.5,0,0,2.599999905,Low,Upright, ,stump large hasn't moved,3,2.099999905,Postprocessed Code,GeoXH 6000,10/21/2015,11:55:48am,New,Snag_Loc,XH102109A.cor,24,24,Elwha Snags14,1867,327364,187.75,1.5,1.1,1.409982,401829.774,969478.805,109
101, ,3077,,,,,POTR,170,4.599999905,2.299999952,1.179999948,2,0.5,25.20000076,Low,Yes,Key, ,6.300000191,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,11:17:39am,New,Snag_Loc,XH102109A.cor,82,82,Elwha Snags14,1867,325075,186.631,0.7,0.5,10.566866,401586.683,969531.27,104
99, ,3076,,,,,POTR,82,3.900000095,2.700000048,1.049999952,2.5,0.5,30.39999962,Low,No,Key,new recruit 2014-15,4.300000191,2,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,11:02:21am,New,Snag_Loc,XH102109A.cor,92,92,Elwha Snags14,1867,324157,192.609,0.9,0.6,13.396262,401540.803,969590.432,102
98, ,3075,,,,,POTR,133,4.5,2.700000048,1.159999967,3,0.600000024,20,Low,No,Key,new recruit 2014-15,6.199999809,4,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:50:20am,New,Snag_Loc,XH102109A.cor,112,112,Elwha Snags14,1867,323436,193.979,0.7,0.4,12.343657,401498.842,969583.128,101
97, ,3074,,,,,PSME,54,1.600000024,1,0.699999988,2,0.300000012,22.89999962,Low,No,Key,new recruit,4.900000095,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:41:16am,New,Snag_Loc,XH102109A.cor,62,62,Elwha Snags14,1867,322892,189.043,0.7,0.4,4.333004,401432.62,969569.304,100
96, ,3073,,,,,PSME,262,2.299999952,1.700000048,0,0.600000024,0.200000003,28.70000076,Low,No,Racked,azimuth 3072=264,5.900000095,3.5,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:31:13am,New,Snag_Loc,XH102109A.cor,79,79,Elwha Snags14,1867,322289,191.149,0.8,0.5,2.26227,401394.201,969449.16,99
95, ,3072,,,,,UNKNOWN,1,1.899999976,1.200000048,0.910000026,2.5,0.600000024,10.60000038,Low,No,Racked, ,6.800000191,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:23:51am,New,Snag_Loc,XH102109A.cor,59,59,Elwha Snags14,1867,321847,190.669,0.9,0.5,5.285486,401375.883,969438.121,98
92, ,3071,,,,,ABGR,1,5.199999809,4,1.279999971,0,0,3.799999952,Medium,Upright, ,stump large,4.900000095,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:05:42am,New,Snag_Loc,XH102109A.cor,55,55,Elwha Snags14,1867,320758,187.269,0.8,0.5,8.716706,401277.61,969638.791,95
90, ,3070,,,,,PSME,332,3.400000095,1.899999976,0.850000024,2,0.200000003,41.79999924,Low,No,Racked,new recruit,5.800000191,2.900000095,Postprocessed Code,GeoXH 6000,10/21/2015,09:51:45am,New,Snag_Loc,XH102109A.cor,70,70,Elwha Snags14,1867,319921,192.58,0.7,0.5,12.527957,401130.9,969554.879,93
88, ,3069,,,,,THPL,160,4.900000095,3.5,3,0,1.200000048,3.400000095,Low, ,Loose, ,3.700000048,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:57:25pm,New,Snag_Loc,XH102010A.cor,34,34,Elwha Snags14,1867,251861,176.56,0.8,0.8,1.259406,402530.425,969928.904,89
85, ,3068,,,,, ,38,2.700000048,2.5,0.74000001,1.5,0.300000012,24.29999924,Low, ,Racked, ,5.599999905,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:48:49pm,New,Snag_Loc,XH102010A.cor,34,34,Elwha Snags14,1867,251345,182.494,0.8,0.7,0.768552,402754.343,970028.76,86
84, ,3067,,,,,THPL,120,4,3.599999905,1.350000024,0,1.100000024,4.599999905,Low, ,Loose, ,5.800000191,2.599999905,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:43:06pm,New,Snag_Loc,XH102010A.cor,34,34,Elwha Snags14,1867,251002,176.34,0.7,0.7,9.124364,402804.051,970189.063,85
65, ,3066,,,,,POTR,1,0,0,0,0,1.899999976,1.799999952,Low,Upright, ,roots buried,3.599999905,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:12:16pm,New,Snag_Loc,XH102010A.cor,35,35,Elwha Snags14,1867,249152,177.37,0.6,0.5,0.475192,403090.689,969942.864,66
64, ,3065,,,,,POTR,260,3.200000048,2.799999952,0.899999976,0,0.400000006,36.59999847,Low, ,Racked, ,2.400000095,1.5,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:06:21pm,New,Snag_Loc,XH102010A.cor,34,34,Elwha Snags14,1867,248797,182.89,0.7,0.4,0.668246,403076.906,969982.014,65
62, ,3064,,,,,POTR,260,3,2.599999905,0.600000024,1.5,0.400000006,30.60000038,Low,Yes,Racked, ,3.400000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:01:30pm,New,Snag_Loc,XH102010A.cor,26,26,Elwha Snags14,1867,248506,178.835,0.7,0.4,1.219454,403097.078,970011.162,63
61, ,3063,,,,,PSME,1,5.900000095,5.599999905,0,0,2.700000048,2.299999952,Low,Upright,Key,roots buried,3.400000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:55:13pm,New,Snag_Loc,XH102010A.cor,52,52,Elwha Snags14,1867,248129,180.209,0.7,0.5,0.884763,403083.605,970051.005,62
59, ,3062,,,,,POTR,60,2.400000095,2,0.5,1,0.200000003,22.39999962,Low,No, , ,2.700000048,1.5,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:47:27pm,New,Snag_Loc,XH102010A.cor,41,41,Elwha Snags14,1867,247663,176.27,0.7,0.4,1.735533,403043.089,970113.593,60
56, ,3061,,,,,PSME,10,3.5,2.299999952,0,0,1.200000048,2.700000048,Low,No, , ,2.900000095,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:37:27pm,New,Snag_Loc,XH102010A.cor,28,28,Elwha Snags14,1867,247063,176.479,0.7,0.4,0.338378,402996.401,970232.076,57
38, ,3059,,,,,POTR,16,2.5,0.699999988,0.829999983,0,0.5,18.10000038, , , , ,2,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:03:18pm,New,Snag_Loc,XH102010A.cor,24,24,Elwha Snags14,1867,245014,181.207,0.7,0.5,1.876028,403261.08,970140.903,39
37, ,3058,,,,,PSME,1,0,0,0,0,1.5,0.5,Low,Upright, ,roots buried,3.200000048,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:00:12pm,New,Snag_Loc,XH102010A.cor,19,19,Elwha Snags14,1867,244828,179.651,0.7,0.5,0.278363,403157.525,970029.667,38
36, ,3057,,,,,PSME,1,0,0,0,0,1.299999952,2.299999952,Low,Upright,Loose,roots buried,2.299999952,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:58:09pm,New,Snag_Loc,XH102010A.cor,19,19,Elwha Snags14,1867,244705,180.342,0.6,0.5,1.715737,403169.739,969990.489,37
34, ,3056,,,,,PSME,24,6.099999905,2.400000095,0,0,0.899999976,2,Low,Upright,Loose,double stump,1.899999976,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:50:57pm,New,Snag_Loc,XH102010A.cor,31,31,Elwha Snags14,1867,244273,173.502,0.7,0.5,1.967322,403294.303,969877.677,35
33, ,3055,,,,,THPL,1,0,0,0,0,1.299999952,0.600000024,Low,Upright, ,roots buried,2,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:24:25pm,New,Snag_Loc,XH102010A.cor,22,22,Elwha Snags14,1867,242681,176.973,1.1,0.7,0.312749,403386.598,970028.531,34
32, ,3054,,,,,PSME,1,0,0,0,0,1.200000048,0.899999976,Low,Upright, ,roots buried,1.899999976,1,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:21:55pm,New,Snag_Loc,XH102010A.cor,22,22,Elwha Snags14,1867,242531,176.808,0.7,0.4,0.078041,403364.268,969991.447,33
27, ,3053,,,,,POTR,170,6.300000191,2.599999905,0.920000017,1.5,0.400000006,32.70000076,Low,No,Loose, ,2.099999905,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:09:26pm,New,Snag_Loc,XH102010A.cor,28,28,Elwha Snags14,1867,241782,175.75,0.7,0.4,0.172978,403438.964,970152.025,28
23, ,3052,,,,,PSME,1,6.5,2.599999905,0,0,1.5,2.5,Low,Upright, , ,3.900000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:58:33am,New,Snag_Loc,XH102010A.cor,30,30,Elwha Snags14,1867,241129,175.973,0.7,0.4,1.129285,403438.996,970359.517,24
8, ,3051,,,,,POTR,208,3.5,1.899999976,0.850000024,1.5,0.300000012,35.70000076, , , , ,4.800000191,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:23:15am,New,Snag_Loc,XH102010A.cor,44,44,Elwha Snags14,1867,239011,176.316,0.7,0.4,3.712959,403529.147,970401.023,9
5, ,3050,,,,,PSME,18,0,0,0.790000021,1.5,0.600000024,4.699999809,Medium,No,Loose, ,2.700000048,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:15:17am,New,Snag_Loc,XH102010A.cor,44,44,Elwha Snags14,1867,238533,176.581,0.7,0.5,0.617385,403623.335,970439.604,6
4, ,3049,,,,,POTR,249,2.400000095,1.399999976,0.540000021,1.5,0.300000012,22.29999924,Low,No,Loose, ,3,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,10:58:27am,New,Snag_Loc,XH102010A.cor,50,50,Elwha Snags14,1867,237523,172.593,0.7,0.4,0.468296,403702.157,970435.62,5
288, ,3048,,,,,PSME,218,2.200000048,1.600000024,0.75999999,2.299999952,0.400000006,26.29999924,Low,No,Key, ,4.400000095,2.5,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:41:53pm,New,Snag_Loc,XH101913A.cor,92,92,Elwha Snags14,1867,168129,174.742,0.7,0.5,26.048221,403516.089,970582.411,294
284, ,3047,,,,,POTR,3,3.5,3,0.920000017,2,0.600000024,16,Low,Yes,Key, ,4.599999905,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:26:54pm,New,Snag_Loc,XH101913A.cor,25,25,Elwha Snags14,1867,167230,172.973,0.7,0.5,6.244238,403567.511,970626.747,290
282, ,3046,,,,,THPL,200,3.099999905,2,0.99000001,0,0,2.900000095,Low,Yes,Key,stump large buried,3.700000048,2.299999952,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:15:49pm,New,Snag_Loc,XH101913A.cor,27,27,Elwha Snags14,1867,166565,171.981,0.9,0.7,2.5629,403586.486,970815.78,288
280, ,3045,,,,,POTR,190,2.5,1.600000024,0.670000017,2.5,0.300000012,29.5,Low,No,Key, ,5,2.299999952,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:01:29pm,New,Snag_Loc,XH101913A.cor,60,60,Elwha Snags14,1867,165705,173.242,0.7,0.5,5.888986,403703.799,970656.986,286
375, ,3044,,,,, ,30,1.899999976,1.700000048,0.649999976,2,0.5,16,Low,No,Racked,newish bark,6,2.299999952,Postprocessed Code,GeoXH 6000,9/24/2015,04:30:01pm,New,Snag_Loc,XH092411A.cor,71,71,Elwha Snags14,1863,430217,55.171,1.2,0.8,23.240794,420400.484,975722.941,619
374, ,3043,,,,, ,200,1.799999952,1.299999952,0.600000024,2.5,0.300000012,18,Low,Yes,Loose, ,7,2.200000048,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,04:20:59pm,New,Snag_Loc,XH092411A.cor,38,38,Elwha Snags14,1863,429675,54.803,0.9,0.6,4.634891,420591.853,975944.816,618
373, ,3042,,,,, ,170,3.400000095,2.200000048,0.800000012,4,0.100000001,28,Low,Yes,Key, ,6.5,4.699999809,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,04:12:31pm,New,Snag_Loc,XH092411A.cor,37,37,Elwha Snags14,1863,429167,45.364,0.9,0.6,5.092185,421162.578,975851.226,617
360, ,3041,,,,,PSME,190,2.700000048,2.299999952,0.670000017,3,0.5,16.5,Low,No,Loose, ,5.800000191,2.5,Postprocessed Code,GeoXH 6000,9/24/2015,12:05:51pm,New,Snag_Loc,XH092411A.cor,16,16,Elwha Snags14,1863,414367,133.747,0.8,0.7,1.993867,409528.334,973177.517,591
